,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,手续费,无用2,也是手续费,无用3,无用4
0,003793,泰达宏利溢利债券A,TDHLYLZQA,145.5098,0.3206,4,2019-04-01,1.0109,1.0939,2020-04-01,2.1421,2.5457,2017-01-22,1,0.08%,1,0.08%,1,0.80%
1,006761,银河家盈债券,YHJYZQ,143.7755,,0,2019-04-01,1.0033,1.0093,2020-04-01,2.4458,2.4518,2018-12-14,1,0.08%,1,0.08%,1,0.80%
2,006471,华润元大润鑫债券C,HRYDRXZQC,71.6253,0.17134,2,2019-04-01,1.0948,1.0948,2020-04-01,1.7069,1.8782,2018-09-21,1,0.00%,,,,
3,006767,银河嘉裕债券,YHJYZQ,55.4648,,0,2019-04-01,1.0037,1.0037,2020-04-01,1.5604,1.5604,2018-12-25,1,0.08%,1,0.08%,1,0.80%
4,003741,鹏华丰盈债券,PHFYZQ,37.7306,0.1135,2,2019-04-01,1.0567,1.0946,2020-04-01,1.3227,1.4741,2016-11-22,1,0.08%,1,0.08%,1,0.80%
5,007338,前海联合泳辉纯债C,QHLHYHCZC,28.88,,0,2019-07-05,1,1,2020-04-01,1.2888,1.2888,2019-07-05,1,0.00%,,,,
6,006953,华安安业债券A,HAAYZQA,24.2299,0.105,3,2019-07-31,1,1,2020-04-01,1.1356,1.2406,2019-07-31,,0.80%,,,,
7,006954,华安安业债券C,HAAYZQC,24.1592,0.1107,3,2019-07-31,1,1,2020-04-01,1.1279,1.2386,2019-07-31,,0.00%,,,,
8,005480,诺安联创顺鑫C,NALCSXC,22.6164,0.0159,1,2019-04-01,1.0094,1.0392,2020-04-01,1.2184,1.2641,2018-05-17,1,0.00%,,,,
9,005448,诺安联创顺鑫A,NALCSXA,22.1360,0.0168,1,2019-04-01,1.0096,1.0399,2020-04-01,1.2128,1.2599,2018-05-17,1,0.06%,1,0.06%,1,0.60%
10,007200,永赢泰利债券C,YYTLZQC,19.996,0.004,1,2019-04-11,1,1,2020-04-01,1.1959,1.1999,2019-04-11,1,0.00%,,,,
