,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,手续费,无用2,也是手续费,无用3,无用4
0,015107,百嘉百顺纯债债券C,BJBSCZZQC,164.88,,0,2022-03-04,1,1,2022-04-29,2.6488,2.6488,2022-03-04,1,0.00%,,,,
1,015106,百嘉百顺纯债债券A,BJBSCZZQA,162.19,,0,2022-03-04,1,1,2022-04-29,2.6219,2.6219,2022-03-04,1,0.08%,1,0.08%,1,0.80%
2,012404,东方中债1-5年政策性金融债C,DFZZ15NZCXJRZC,143.042438,0.255,1,2021-08-13,1,1,2022-04-29,2.1744,2.4294,2021-08-13,1,0.00%,,,,
3,004400,金信民兴债券A,JXMXZQA,64.8702,0.5379,3,2021-04-01,1.0366,2.0457,2022-04-29,1.1673,2.7143,2017-03-08,1,0.08%,1,0.08%,1,0.80%
4,004401,金信民兴债券C,JXMXZQC,64.4510,0.1236,3,2021-04-01,1.1614,1.2095,2022-04-29,1.7071,1.8788,2017-03-08,1,0.00%,,,,
5,010084,蜂巢丰瑞债券A,FCFRZQA,63.41492,0.229,3,2021-04-29,1,1,2022-04-29,1.404,1.633,2021-04-29,1,0.06%,1,0.06%,1,0.60%
6,012627,申万菱信汇元宝债券C,SWLXHYBZQC,59.7,,0,2021-08-16,1,1,2022-04-29,1.597,1.597,2021-08-16,1,0.00%,,,,
7,009703,鹏华中债1-3年农发行债券指数C,PHZZ13NNFHZQZSC,58.9015,0.2003,4,2021-04-01,1.0147,1.0167,2022-04-29,1.4086,1.6109,2020-08-17,,0.00%,,,,
8,010085,蜂巢丰瑞债券C,FCFRZQC,56.078813,0.200,3,2021-04-29,1,1,2022-04-29,1.3599,1.5599,2021-04-29,1,0.00%,,,,
9,008653,长城中债1-3年政金债C,CCZZ13NZJZC,49.8860,,0,2021-04-01,1.0089,1.0089,2022-04-29,1.5122,1.5122,2020-08-11,6,0.00%,,,,
10,008652,长城中债1-3年政金债A,CCZZ13NZJZA,49.8712,,0,2021-04-01,1.0094,1.0094,2022-04-29,1.5128,1.5128,2020-08-11,1,0.04%,1,0.04%,1,0.40%
11,005513,南华瑞恒中短债债券A,NHRHZDZZQA,39.4128,,0,2021-04-01,1.0423,1.0423,2022-04-29,1.4531,1.4531,2019-01-29,4,0.04%,1,0.04%,1,0.40%
12,005514,南华瑞恒中短债债券C,NHRHZDZZQC,39.0689,,0,2021-04-01,1.0461,1.0461,2022-04-29,1.4548,1.4548,2019-01-29,4,0.00%,,,,
13,003449,招商招华纯债C,ZSZHCZC,35.9745,0.1909,4,2021-04-01,1.0589,1.0776,2022-04-29,1.2231,1.4327,2016-12-21,,0.00%,,,,
14,011464,南华瑞利债券A,NHRLZQA,33.057542,0.300,6,2021-05-20,1,1,2022-04-29,1.0289,1.3289,2021-05-20,4,0.06%,1,0.06%,1,0.60%
15,011465,南华瑞利债券C,NHRLZQC,28.575403,0.300,6,2021-05-20,1,1,2022-04-29,0.9884,1.2884,2021-05-20,4,0.00%,,,,
16,005793,华富可转债债券,HFKZZZQ,23.0416,,0,2021-04-01,1.1119,1.1119,2022-04-29,1.3681,1.3681,2018-05-21,1,0.08%,1,0.08%,1,0.80%
17,000536,前海开源可转债债券,QHKYKZZZQ,23.0244,,0,2021-04-01,1.025,1.395,2022-04-29,1.261,1.631,2014-03-25,1,0.08%,1,0.08%,1,0.80%
18,008686,大成景优中短债A,DCJYZDZA,22.0556,0.0946,2,2021-04-01,1.0183,1.0183,2022-04-29,1.1375,1.2321,2020-08-31,1,0.01%,1,0.01%,1,0.10%
19,003073,泰达宏利汇利债券A,TDHLHLZQA,20.3289,0.0001,1,2021-04-01,1.0891,1.1373,2022-04-29,1.3104,1.3587,2016-08-30,1,0.08%,1,0.08%,1,0.80%
20,009512,天弘添利债券(LOF)E,THTLZQLOFE,20.1500,0.06,1,2021-04-01,1.0247,1.0247,2022-04-29,1.1802,1.2402,2020-05-22,1,0.08%,1,0.08%,1,0.80%
21,164206,天弘添利债券(LOF)C,THTLZQLOFC,19.6967,0.1912,1,2021-04-01,1.2827,1.776,2022-04-29,1.3731,2.0576,2010-12-03,1,0.00%,,,,
