,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,手续费,无用2,也是手续费,无用3,无用4
0,6011,中信保诚稳鸿A,ZXBCWHA,,,0,2018/5/31,1,1,2019/4/1,6.5426,6.5426,2018/5/31,1,0.08%,1,0.08%,1,0.80%
1,6210,东方臻宝纯债债券A,DFZBCZZQA,,0.027,1,2018/8/8,1,1,2019/4/1,3.5498,3.5768,2018/8/8,,0.80%,,,,
2,4400,金信民兴债券A,JXMXZQA,102.0954,0.32,3,2018/4/2,0.9931,0.9931,2019/4/1,1.6742,1.9942,2017/3/8,1,0.08%,1,0.08%,1,0.80%
3,3254,前海开源鼎裕债券A,QHKYDYZQA,75.4841,,0,2018/4/2,1.0536,1.0536,2019/4/1,1.8489,1.8489,2016/9/23,1,0.08%,1,0.08%,1,0.80%
4,3255,前海开源鼎裕债券C,QHKYDYZQC,73.5901,554.26,0,2018/4/2,1.0799,1.0799,2019/4/1,1.8746,1.8746,2016/9/23,1,0.00%,,,,
5,5301,前海开源弘泽债券发起式A,QHKYHZZQFQSA,47.2216,264.5549,0,2018/4/2,1.0042,1.0042,2019/4/1,1.4784,1.4784,2018/1/26,1,0.08%,1,0.08%,1,0.80%
6,5302,前海开源弘泽债券发起式C,QHKYHZZQFQSC,47.1507,,0,2018/4/2,1.0038,1.0038,2019/4/1,1.4771,1.4771,2018/1/26,1,0.00%,,,,
7,6145,前海开源鼎欣债券A,QHKYDXZQA,46.98,,0,2018/8/16,1,1,2019/4/1,1.4698,1.4698,2018/8/16,1,0.08%,1,0.08%,1,0.80%
8,6146,前海开源鼎欣债券C,QHKYDXZQC,46.94,,0,2018/8/16,1,1,2019/4/1,1.4694,1.4694,2018/8/16,1,0.00%,,,,
9,320021,诺安双利债券发起,NASLZQFQ,35.9596,,0,2018/4/2,1.485,1.485,2019/4/1,2.019,2.019,2012/11/29,1,0.08%,1,0.08%,1,0.80%
10,6213,东方臻选纯债债券C,DFZXCZZQC,33.634,0.032,1,2018/8/24,1,1,2019/4/1,1.3039,1.3359,2018/8/24,1,0.00%,,,,
11,3204,财通收益增强债券C,CTSYZQZQC,28.7693,,0,2018/4/2,0.9889,0.9889,2019/4/1,1.2734,1.2734,2017/4/14,1,0.00%,,,,
12,3349,长信稳益纯债,CXWYCZ,23.3612,0.118,2,2018/4/2,1.0392,1.0392,2019/4/1,1.1639,1.2819,2016/10/26,1,0.06%,1,0.06%,1,0.60%
13,519933,长信利发债券,CXLFZQ,19.9146,,0,2018/4/2,1.0073,1.0073,2019/4/1,1.2079,1.2079,2016/6/28,1,0.08%,1,0.08%,1,0.80%
14,5886,华夏鼎沛债券A,HXDPZQA,19.85,,0,2018/6/26,1,1,2019/4/1,1.1985,1.1985,2018/6/26,1,0.08%,1,0.08%,1,0.80%
15,5887,华夏鼎沛债券C,HXDPZQC,19.48,,0,2018/6/26,1,1,2019/4/1,1.1948,1.1948,2018/6/26,1,0.00%,,,,
16,5771,银华可转债债券,YHKZZZQ,18.5981,,0,2018/8/31,1.0001,1.0001,2019/4/1,1.1861,1.1861,2018/8/31,1,0.08%,1,0.08%,1,0.80%
17,4401,金信民兴债券C,JXMXZQC,18.4301,,0,2018/4/2,0.9886,0.9886,2019/4/1,1.1708,1.1708,2017/3/8,1,0.00%,,,,
18,3407,景顺长城景泰丰利纯债A,JSCCJTFLCZA,16.9048,,0,2018/4/2,1.05,1.05,2019/4/1,1.2275,1.2275,2017/1/13,1,0.08%,1,0.08%,1,0.80%
19,3408,景顺长城景泰丰利纯债C,JSCCJTFLCZC,16.4513,,0,2018/4/2,1.0449,1.0449,2019/4/1,1.2168,1.2168,2017/1/13,1,0.00%,,,,
20,4993,中欧可转债债券A,ZOKZZZQA,15.6823,,0,2018/4/2,0.9922,0.9922,2019/4/1,1.1478,1.1478,2017/11/10,1,0.08%,1,0.08%,1,0.80%
21,4994,中欧可转债债券C,ZOKZZZQC,15.324,,0,2018/4/2,0.9906,0.9906,2019/4/1,1.1424,1.1424,2017/11/10,1,0.00%,,,,
22,3134,易方达裕鑫债券C,YFDYXZQC,15.0053,0.03,1,2018/4/2,1.0054,1.0054,2019/4/1,1.1252,1.1552,2016/9/5,1,0.00%,,,,
23,5793,华富可转债债券,HFKZZZQ,15,,0,2018/5/21,1,1,2019/4/1,1.15,1.15,2018/5/21,1,0.08%,1,0.08%,1,0.80%
24,161908,万家添利债券(LOF),WJTLZQLOF,14.9067,,0,2018/4/2,0.9063,1.5081,2019/4/1,1.0414,1.677,2011/6/2,1,0.00%,,0.00%,0,0.00%
25,240018,华宝可转债债券A,HBKZZZQA,14.887,,0,2018/4/2,0.9028,0.9028,2019/4/1,1.0372,1.0372,2011/4/27,1,0.08%,1,0.08%,1,0.80%
26,3218,前海开源祥和债券A,QHKYXHZQA,14.7779,,0,2018/4/2,1.0448,1.0448,2019/4/1,1.1992,1.1992,2016/11/28,1,0.08%,1,0.08%,1,0.80%
27,3133,易方达裕鑫债券A,YFDYXZQA,14.6698,0.04,1,2018/4/2,1.0097,1.0097,2019/4/1,1.1165,1.1565,2016/9/5,1,0.10%,1,0.10%,1,1.00%
28,3219,前海开源祥和债券C,QHKYXHZQC,14.3197,,0,2018/4/2,1.0524,1.0524,2019/4/1,1.2031,1.2031,2016/11/28,1,0.00%,,,,
29,320004,诺安优化收益债券,NAYHSYZQ,14.1907,,0,2018/4/2,1.038,1.7716,2019/4/1,1.1853,1.9189,2006/7/17,1,0.00%,,0.00%,0,0.00%
30,5945,工银可转债优选债券A,GYKZZYXZQA,14.0386,,0,2018/7/2,1.0001,1.0001,2019/4/1,1.1405,1.1405,2018/7/2,1,0.08%,1,0.08%,1,0.80%
31,6625,汇安嘉鑫纯债债券,HAJXCZZQ,13.9872,,0,2018/11/26,1.0002,1.0002,2019/4/1,1.1401,1.1401,2018/11/26,4,0.08%,1,0.08%,1,0.80%
32,50011,博时信用债券A/B,BSXYZQAB,13.8149,,0,2018/4/2,2.215,2.33,2019/4/1,2.521,2.636,2009/6/10,1,0.08%,1,0.08%,1,0.80%
33,5946,工银可转债优选债券C,GYKZZYXZQC,13.5786,,0,2018/7/2,1.0001,1.0001,2019/4/1,1.1359,1.1359,2018/7/2,1,0.00%,,,,
