,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,手续费,无用2,也是手续费,无用3,无用4
0,2521,永赢双利债券A,YYSLZQA,,1.8,1,2016/5/25,1,1,2017/3/31,1.037,2.837,2016/5/25,1,0.08%,1,0.08%,1,0.80%
1,2881,中加丰润纯债债券A,ZJFRCZZQA,77.54,186.1633,0,2016/6/17,1,1,2017/3/31,1.7754,1.7754,2016/6/17,1,0.08%,1,0.08%,1,0.80%
2,2441,德邦新添利债券C,DBXTLZQC,49.9365,0.38,1,2016/4/1,1.0113,1.0113,2017/3/31,1.1333,1.5133,2016/2/17,1,0.00%,,,,
3,2534,华安稳固收益债券A,HAWGSYZQA,43.7843,,0,2016/4/1,1.094,1.094,2017/3/31,1.573,1.573,2016/3/22,1,0.08%,1,0.08%,1,0.80%
4,2734,泓德裕荣纯债债券A,HDYRCZZQA,30.4,,0,2016/8/15,1,1,2017/3/31,1.304,1.304,2016/8/15,1,0.08%,1,0.08%,1,0.80%
5,3452,招商招盛纯债A,ZSZSCZA,28.68,,0,2016/10/26,1,1,2017/3/31,1.2868,1.2868,2016/10/26,,0.80%,,,,
6,3453,招商招盛纯债C,ZSZSCZC,27.9,,0,2016/10/26,1,1,2017/3/31,1.279,1.279,2016/10/26,,0.00%,,,,
7,2529,泰康安益纯债C,TKAYCZC,13.58,,0,2016/8/30,1,1,2017/3/31,1.1358,1.1358,2016/8/30,1,0.00%,,,,
8,2101,创金合信转债精选债券A,CJHXZZJXZQA,10.0196,,0,2016/4/1,1.018,1.018,2017/3/31,1.12,1.12,2015/11/19,1,0.08%,1,0.08%,1,0.80%
9,519163,新华增怡债券C,XHZYZQC,9.7928,0.233,1,2016/4/1,1.25,1.25,2017/3/31,1.139,1.372,2013/12/4,4,0.00%,,0.00%,0,0.00%
10,4267,金鹰持久增利债券(LOF)E,JYCJZLZQLOFE,7.9,,0,2017/1/20,1,1,2017/3/31,1.079,1.079,2017/1/20,1,0.06%,1,0.06%,1,0.60%
11,217023,招商信用增强债券A,ZSXYZQZQA,7.4187,0.0777,4,2016/4/1,1.032,1.321,2017/3/31,1.03,1.397,2012/7/20,1,0.08%,1,0.08%,1,0.80%
12,202101,南方宝元债券A,NFBYZQA,7.1819,0.02,1,2016/4/1,1.7898,3.1498,2017/3/31,1.8978,3.2778,2002/9/20,1,0.08%,1,0.08%,1,0.80%
13,2421,新华增强债券A,XHZQZQA,7.1,,0,2016/4/13,1,1,2017/3/31,1.071,1.071,2016/4/13,1,0.08%,1,0.08%,1,0.80%
14,2422,新华增强债券C,XHZQZQC,6.7,,0,2016/4/13,1,1,2017/3/31,1.067,1.067,2016/4/13,1,0.00%,,,,
15,164210,天弘同利债券(LOF)C,THTLZQLOFC,6.6391,,0,2016/4/1,1.389,1.403,2017/3/31,0.99,1.499,2013/9/17,1,0.00%,,0.00%,0,0.00%
16,2361,国富恒瑞债券A,GFHRZQA,6.4103,,0,2016/4/1,1.014,1.014,2017/3/31,1.079,1.079,2016/2/4,1,0.08%,1,0.08%,1,0.80%
17,2362,国富恒瑞债券C,GFHRZQC,6.1265,,0,2016/4/1,1.012,1.012,2017/3/31,1.074,1.074,2016/2/4,1,0.00%,,,,
18,519162,新华增怡债券A,XHZYZQA,6.0935,0.227,1,2016/4/1,1.254,1.254,2017/3/31,1.103,1.33,2013/12/4,1,0.08%,1,0.08%,1,0.80%
19,1367,德邦新添利债券A,DBXTLZQA,5.9425,0.06,1,2016/4/1,1.0107,1.0697,2017/3/31,1.0106,1.1296,2015/6/19,1,0.08%,1,0.08%,1,0.80%
20,1257,兴业收益增强债券A,XYSYZQZQA,5.8206,,0,2016/4/1,1.048,1.048,2017/3/31,1.109,1.109,2015/5/29,1,0.08%,1,0.08%,1,0.80%
21,2548,嘉实稳瑞纯债债券,JSWRCZZQ,5.4,,0,2016/4/1,1,1,2017/3/31,1.054,1.054,2016/3/18,,0.80%,,,,
22,20019,国泰双利债券A,GTSLZQA,5.3048,,0,2016/4/1,1.263,1.529,2017/3/31,1.33,1.596,2009/3/11,1,0.10%,1,0.10%,1,1.00%
23,1258,兴业收益增强债券C,XYSYZQZQC,5.2682,,0,2016/4/1,1.044,1.044,2017/3/31,1.099,1.099,2015/5/29,1,0.00%,,,,
24,50011,博时信用债券A/B,BSXYZQAB,5.2253,,0,2016/4/1,2.086,2.201,2017/3/31,2.195,2.31,2009/6/10,1,0.08%,1,0.08%,1,0.80%
25,2301,兴业短债债券A,XYDZZQA,5.1896,,0,2016/4/1,1.002,1.002,2017/3/31,1.054,1.054,2016/2/3,1,0.04%,1,0.04%,1,0.40%
26,2138,泓德裕泰债券A,HDYTZQA,5.1793,,0,2016/4/1,1.004,1.004,2017/3/31,1.056,1.056,2015/12/17,4,0.08%,1,0.08%,1,0.80%
27,519676,银河强化债券,YHQHZQ,5.0592,0.59,2,2016/4/1,1.533,1.533,2017/3/31,1.014,1.604,2011/5/31,1,0.08%,1,0.08%,1,0.80%
28,2659,兴业中债1-3年政金债A,XYZZ13NZJZA,4.9,,0,2016/6/30,1,1,2017/3/31,1.049,1.049,2016/6/30,1,0.05%,1,0.05%,1,0.50%
29,20020,国泰双利债券C,GTSLZQC,4.8348,,0,2016/4/1,1.241,1.493,2017/3/31,1.301,1.553,2009/3/11,1,0.00%,,0.00%,0,0.00%
30,50111,博时信用债券C,BSXYZQC,4.7988,,0,2016/4/1,2.063,2.16,2017/3/31,2.162,2.259,2009/6/10,1,0.00%,,0.00%,0,0.00%
31,519730,交银定期支付月月丰债券A,JYDQZFYYFZQA,4.7583,,0,2016/4/1,1.324,1.324,2017/3/31,1.387,1.387,2013/8/13,1,0.08%,1,0.08%,1,0.80%
32,164703,汇添富纯债债券(LOF),HTFCZZQLOF,4.7495,,0,2016/4/1,1.444,1.487,2017/3/31,1.006,1.556,2013/11/6,1,0.08%,1,0.08%,1,0.80%
